train_number,station_code,station_name,avg_delay_min,pct_right_time,pct_slight_delay,pct_significant_delay,total_records,day_of_week,month,season
42,463,455,-0.13313082126707468,0.06112852967110563,0.1438081232202898,-0.20071901696102568,0.0,5,9,0
42,170,165,0.20468804059182438,-1.0598986703939008,1.2935583435220552,0.1292852673257225,0.0,5,9,0
42,8,3,0.16494464507901274,-0.20668428821421472,0.15439947632440007,0.1783399582332122,0.0,5,9,0
42,334,166,0.24443143610463605,-0.05582963366991788,0.0037668988437185554,0.1292852673257225,0.0,5,9,0
42,310,322,0.2643031338610419,-0.14805251964639085,0.10065816612946948,0.15381261277946737,0.0,5,9,0
43,310,322,-0.4908213808823796,1.3495005691901092,-1.2534659418479084,-0.49370930719939543,0.0,5,9,0
43,8,3,-0.07351572799785719,-0.7502496426450813,1.3367083006128757,-0.37151853166619403,0.0,5,9,0
43,170,165,-0.19274591453629217,0.3622270911704509,-0.16804838484518408,-0.28589579844584856,0.0,5,9,0
43,463,455,-0.07351572799785719,0.11120983198945515,0.13282449777899005,-0.2618144047276264,0.01,5,9,0
43,65,69,-0.033772332485045534,0.28710513769292656,-0.23238104814422522,-0.10305558688156913,0.0,5,9,0
43,147,180,-0.11325912351066884,0.8728120757819166,-0.9953507439773654,-0.09056893828693544,0.0,5,9,0
43,314,305,0.08545785405338943,0.2620644865337518,-0.20021471649470465,-0.10305558688156913,0.0,5,9,0
43,67,37,0.10532955180979525,0.3707775574199252,-0.4367549358198375,-0.004946205066589939,0.27,5,9,0
43,471,471,0.46302011142510013,-0.800636318758055,0.8530365088584992,0.23943534599981292,0.27,5,9,0
43,219,223,0.8207106710404051,-1.3445070469835456,1.0358354179887013,0.825861878212075,0.27,5,9,0
43,88,464,0.5226352046943177,-0.7337594577353809,0.7777202201181583,0.23943534599981292,0.0,5,9,0
43,266,95,-0.09338742575426302,0.9060978193959417,-1.0169257225227757,-0.11509628374068019,0.0,5,9,0
56,182,176,0.08545785405338943,-0.4002912740058829,0.5235277456195082,0.04187872716328662,0.0,5,9,0
56,208,225,0.5425069024507234,-1.2147231842683106,0.6541544339035368,1.0822841261375888,0.0,5,9,0
56,56,36,0.9200691598224342,-1.520096978892393,0.5235277456195082,1.6767377895892581,0.0,5,9,0
56,47,59,0.8008389732839992,-1.0110388632540477,0.26188209671426155,1.2307860540666256,0.0,5,9,0
56,192,183,0.9796842530916516,-1.31641265787813,0.13125540843023298,1.8256856692538177,0.0,5,9,0
56,110,106,1.2578880216813333,-1.520096978892393,-0.2610169287590422,2.5686412606345237,0.0,5,9,0
56,38,70,1.3969899059761741,-1.520096978892393,-0.2610169287590422,2.5686412606345237,0.0,5,9,0
56,243,227,1.2578880216813333,-1.4184075052825738,-0.39203588938026024,2.5686412606345237,0.01,5,9,0
56,33,38,1.4764766970017975,-1.520096978892393,-0.6532892659483174,3.0145929961571567,0.0,5,9,0
56,91,92,1.555963488027421,-1.520096978892393,-0.5226625776642888,2.86609106822812,0.0,5,9,0
56,34,81,1.9533974431555374,-1.520096978892393,-0.914934914853564,3.3120428037507526,0.0,5,9,0
56,186,177,1.873910652129914,-1.520096978892393,-0.7843082265695355,3.163540875821716,0.0,5,9,0
56,414,417,1.873910652129914,-1.520096978892393,-0.7843082265695355,3.163540875821716,0.0,5,9,0
56,360,338,1.2578880216813333,-1.31641265787813,0.00023644780901494513,1.9741875971828542,0.0,5,9,0
56,331,316,1.1585295328993042,-1.31641265787813,0.00023644780901494513,1.9741875971828542,0.0,5,9,0
56,99,421,1.1386578351428982,-1.2147231842683106,0.00023644780901494513,1.8256856692538177,0.0,5,9,0
56,105,98,1.297631417194145,-1.31641265787813,-0.2610169287590422,2.2716374047764503,0.0,5,9,0
56,469,468,1.1386578351428982,-1.0110388632540477,-0.13039024047501363,1.6767377895892581,0.0,5,9,0
56,468,467,1.2380163239249273,-1.1130337106584913,-0.13039024047501363,1.8256856692538177,0.0,5,9,0
56,15,18,1.297631417194145,-1.2147231842683106,-0.13039024047501363,1.9741875971828542,0.0,5,9,0
56,450,450,1.41686160373258,-1.4184075052825738,0.00023644780901494513,2.122689525111891,0.01,5,9,0
56,21,24,1.4566049992453918,-1.520096978892393,0.00023644780901494513,2.2716374047764503,0.0,5,9,0
56,407,390,1.8142955588606966,-1.520096978892393,-0.7843082265695355,3.163540875821716,0.0,5,9,0
56,372,365,1.9732691409119432,-1.520096978892393,-0.7843082265695355,3.163540875821716,0.0,5,9,0
56,309,328,2.0726276296939723,-1.520096978892393,-0.7843082265695355,3.163540875821716,0.0,5,9,0
56,433,426,2.0527559319375666,-1.520096978892393,-0.7843082265695355,3.163540875821716,0.0,5,9,0
56,143,134,2.1123710252067838,-1.4184075052825738,-0.914934914853564,3.163540875821716,0.0,5,9,0
56,88,464,1.297631417194145,-1.4184075052825738,0.3925087849982901,1.6767377895892581,0.01,5,9,0
56,434,432,1.7149370700786675,-1.520096978892393,-0.2610169287590422,2.5686412606345237,0.0,5,9,0
56,66,44,1.8341672566171023,-1.520096978892393,-0.5226625776642888,2.86609106822812,0.0,5,9,0
56,101,99,1.8341672566171023,-1.520096978892393,-0.5226625776642888,2.86609106822812,0.0,5,9,0
56,320,318,1.4367333014889858,-1.1130337106584913,-0.39203588938026024,2.122689525111891,0.01,5,9,0
56,159,160,0.9796842530916516,-0.6039755950201459,-0.2610169287590422,1.2307860540666256,0.0,5,9,0
56,266,95,0.6418653912327527,-0.2986018003960635,-0.7843082265695355,1.379733933731185,0.0,5,9,0
57,266,95,0.3040465293738535,0.3707775574199252,-0.8557017919379835,0.47133024847158195,0.27,5,9,0
57,159,160,0.6418653912327527,-0.4827421985543852,0.02534187738912858,0.7157117995379847,0.28,5,9,0
57,320,318,0.8008389732839992,-1.0684491366433753,0.7345702630273381,0.7647664904454744,0.28,5,9,0
57,336,332,0.8207106710404051,-0.9847767169163766,0.5843299578838457,0.8133752296174412,0.28,5,9,0
57,101,99,0.8604540665532167,-0.9847767169163766,0.5737386047797355,0.825861878212075,0.27,5,9,0
57,66,44,0.8803257643096225,-0.9679811582120521,0.4768473374939842,0.9110386596968977,0.28,5,9,0
57,434,432,0.7213521822583759,-0.5496190595770591,0.0037668988437185554,0.8379025750711863,0.28,5,9,0
57,88,464,0.8604540665532167,-0.7920858525085807,0.251290743610151,0.9110386596968977,0.27,5,9,0
57,143,134,1.059171044117275,-1.0180624605304016,0.1975494334152204,1.3021383317502468,0.27,5,9,0
57,433,426,1.1585295328993042,-1.0684491366433753,0.11124951923357976,1.4733837981909381,0.28,5,9,0
57,309,328,1.2380163239249273,-1.09348978780255,-0.10371572154614292,1.7543333915701966,0.28,5,9,0
57,407,390,1.5957068835402324,-1.0180624605304016,-0.9094431021329141,2.5606141293951166,0.27,5,9,0
57,21,24,1.65532197680945,-1.09348978780255,-0.8345190857297625,2.5851414748488613,0.28,5,9,0
57,450,450,1.65532197680945,-1.0849393215530756,-0.8451104388338729,2.5851414748488613,0.27,5,9,0
57,15,18,1.7348087678350732,-1.0849393215530756,-0.9416094337824347,2.6948456017874287,0.27,5,9,0
57,468,467,0.7610955777711875,-0.281806241691739,-0.4045886041703169,0.9110386596968977,0.28,5,9,0
57,469,468,0.9598125553352459,-0.8592680873258788,0.251290743610151,1.009148041511877,0.27,5,9,0
57,105,98,0.9995559508480575,-0.9762262506669024,0.3587733640000125,1.0577567806838442,0.27,5,9,0
57,99,421,0.9995559508480575,-0.901104297189378,0.28345707525967156,1.0332294352300992,0.28,5,9,0
57,331,316,1.0989144396300867,-1.0431031116895764,0.36936471710412305,1.1433795139041893,0.27,5,9,0
57,360,338,0.7213521822583759,-0.07262519237424254,-0.6301451980541501,0.8624299205249308,0.27,5,9,0
57,414,417,0.8405823687968109,-0.24852049807771395,-0.4689212674693581,0.9355660051506427,0.28,5,9,0
57,186,177,0.93994085757884,-0.5664146182813837,-0.10371572154614292,0.9846206960581324,0.28,5,9,0
57,34,81,1.1585295328993042,-1.3026708371200464,0.7561452415727483,1.0822841261375888,0.28,5,9,0
57,91,92,1.2380163239249273,-1.4446696516202449,0.8314615303130892,1.2044749016707903,0.27,5,9,0
57,33,38,1.3373748127069567,-1.453220117869719,0.7777202201181583,1.2776109862965022,0.28,5,9,0
57,243,227,1.5162200925146092,-1.3777927905975709,0.3799560702082333,1.6196559674423612,0.28,5,9,0
57,38,70,1.5957068835402324,-1.4028334417567454,0.29404842836378214,1.7543333915701966,0.27,5,9,0
57,110,106,1.65532197680945,-1.3695476981427204,0.1438081232202898,1.8519968216496532,0.82,5,9,0
57,192,183,1.7149370700786675,-1.4028334417567454,0.15439947632440007,1.913092209416254,0.27,5,9,0
57,47,59,0.9200691598224342,-0.24852049807771395,-0.6301451980541501,1.1188521684504447,0.28,5,9,0
57,56,36,1.1982729284121159,-0.7920858525085807,-0.1570647594038843,1.3757203681114811,0.26,5,9,0
57,208,225,1.635450279053044,-1.2104479511435735,-0.09273209610484318,1.913092209416254,0.27,5,9,0
57,415,395,2.330959700527248,-1.3277114882792211,-0.7807777755348319,2.86609106822812,0.28,5,9,0
57,182,176,1.7546804655914792,-0.9511855995077276,-0.8882603959246933,2.4018553115490593,1.1,5,9,0
38,266,95,-0.7690251494720611,1.533640967348431,-1.3072072520428393,-0.7015228159529423,0.0,5,9,0
38,88,464,-0.5305647763951912,-0.16301583558297095,0.8722578533807739,-0.7015228159529423,0.0,5,9,0
38,471,471,-0.4510779853695679,-0.5022861214103265,1.3080724199980585,-0.7015228159529423,0.0,5,9,0
38,67,37,-0.550436474151597,0.5158301098663644,0.00023644780901494513,-0.7015228159529423,0.0,5,9,0
38,314,305,-0.4908213808823796,0.8551003956937199,-0.43557811880826974,-0.7015228159529423,0.0,5,9,0
38,65,69,-0.669666660690032,0.8551003956937199,-0.43557811880826974,-0.7015228159529423,0.0,5,9,0
38,463,455,-0.7094100562028437,1.533640967348431,-1.3072072520428393,-0.7015228159529423,0.0,5,9,0
38,170,165,-0.550436474151597,0.5158301098663644,0.00023644780901494513,-0.7015228159529423,0.0,5,9,0
38,8,3,-0.669666660690032,1.1943706815210753,-0.8713926854255545,-0.7015228159529423,0.0,5,9,0
38,334,166,-0.7690251494720611,1.1943706815210753,-0.8713926854255545,-0.7015228159529423,0.0,5,9,0
39,334,166,-0.8087685449848728,1.533640967348431,-1.3072072520428393,-0.7015228159529423,0.0,5,9,0
39,8,3,-0.6100515674208146,0.8551003956937199,-0.43557811880826974,-0.7015228159529423,0.0,5,9,0
39,463,455,-0.7292817539592495,1.533640967348431,-1.3072072520428393,-0.7015228159529423,0.0,5,9,0
39,65,69,-0.6100515674208146,1.533640967348431,-1.3072072520428393,-0.7015228159529423,0.0,5,9,0
39,314,305,-0.6895383584464378,0.8551003956937199,-0.43557811880826974,-0.7015228159529423,0.0,5,9,0
39,67,37,-0.788896847228467,1.533640967348431,-1.3072072520428393,-0.7015228159529423,0.0,5,9,0
39,471,471,-0.669666660690032,1.1943706815210753,-0.8713926854255545,-0.7015228159529423,0.0,5,9,0
39,88,464,-0.4908213808823796,0.5158301098663644,0.00023644780901494513,-0.7015228159529423,0.0,5,9,0
26,410,415,-0.4312062876131621,0.8212039044904468,-0.6532892659483174,-0.40407300835934623,0.0,5,9,0
26,83,43,-0.19274591453629217,-0.1969123267862441,0.5235277456195082,-0.2555710804303095,0.0,5,9,0
26,229,249,-0.212617612292698,0.4138352624619207,-0.2610169287590422,-0.2555710804303095,0.0,5,9,0
26,200,196,-0.212617612292698,0.3121457888521013,-0.2610169287590422,-0.10706915250127282,0.0,5,9,0
26,228,215,-0.33184779883113297,0.9228933781002662,-1.0455616031375925,-0.10706915250127282,0.0,5,9,0
26,12,26,-0.2324893100491038,0.4138352624619207,-0.39203588938026024,-0.10706915250127282,0.01,5,9,0
26,343,352,-0.1530025190234805,0.3121457888521013,-0.2610169287590422,-0.10706915250127282,0.0,5,9,0
26,159,160,0.10532955180979525,-1.2147231842683106,1.438699108282087,0.19038065509232327,0.0,5,9,0
26,320,318,0.38353332039947685,-1.520096978892393,1.8309714454713624,0.19038065509232327,0.0,5,9,0
26,336,332,0.4034050181558827,-1.4184075052825738,1.5693257965661156,0.33888258302135993,0.01,5,9,0
26,88,464,0.2643031338610419,-1.4184075052825738,1.7003447571873338,0.19038065509232327,0.0,5,9,0
26,219,223,-0.05364403024145136,0.3121457888521013,-0.5226625776642888,0.19038065509232327,0.0,5,9,0
26,471,471,0.4232767159122885,-1.520096978892393,1.8309714454713624,0.19038065509232327,0.0,5,9,0
26,369,367,0.32391822713025936,-1.1130337106584913,1.1770534593768405,0.33888258302135993,0.01,5,9,0
26,404,414,-0.05364403024145136,-1.4184075052825738,-0.13039024047501363,-0.5530208880239056,63.34,5,9,0
26,67,37,-0.17287421677988632,0.6175195834761837,-0.7843082265695355,0.04187872716328662,0.0,5,9,0
26,95,88,-0.11325912351066884,0.3121457888521013,-0.39203588938026024,0.04187872716328662,0.0,5,9,0
26,397,404,0.0655861562969836,-0.4002912740058829,0.5235277456195082,0.04187872716328662,0.0,5,9,0
26,314,305,-0.19274591453629217,0.4138352624619207,-0.5226625776642888,0.04187872716328662,0.0,5,9,0
26,89,58,0.46302011142510013,-1.31641265787813,1.1770534593768405,0.6363323906149561,0.0,5,9,0
26,160,154,0.6418653912327527,-1.520096978892393,0.7847811221875653,1.379733933731185,0.0,5,9,0
26,147,180,-0.29210440331832127,0.9228933781002662,-1.0455616031375925,-0.10706915250127282,0.0,5,9,0
26,329,312,0.2643031338610419,-1.31641265787813,1.7003447571873338,0.04187872716328662,0.0,5,9,0
26,188,181,0.045714458540577776,-0.4002912740058829,0.5235277456195082,0.04187872716328662,0.0,5,9,0
26,239,214,0.38353332039947685,-1.520096978892393,1.961598133755391,0.04187872716328662,0.0,5,9,0
26,299,267,0.5822502979635351,-1.520096978892393,1.961598133755391,0.04187872716328662,0.0,5,9,0
26,424,398,0.4232767159122885,-1.520096978892393,1.961598133755391,0.04187872716328662,0.0,5,9,0
26,342,356,0.5822502979635351,-1.2147231842683106,0.26188209671426155,1.5282358616602214,0.0,5,9,0
26,301,290,-0.2324893100491038,-0.1969123267862441,0.6541544339035368,-0.40407300835934623,0.0,5,9,0
26,119,358,-0.5703081719080029,1.4319514937386115,-1.3072072520428393,-0.5530208880239056,0.0,5,9,0
26,86,84,-0.4312062876131621,0.6175195834761837,-0.2610169287590422,-0.5530208880239056,0.0,5,9,0
26,23,25,-0.35171949658753876,0.21045631524228195,0.13125540843023298,-0.40407300835934623,0.0,5,9,0
26,134,111,-0.7292817539592495,1.2282671727243486,-1.1765805637588107,-0.40407300835934623,0.0,5,9,0
27,134,111,-0.7094100562028437,1.2282671727243486,-0.914934914853564,-0.7015228159529423,0.0,5,9,0
27,23,25,-0.35171949658753876,-0.1969123267862441,0.5235277456195082,-0.2555710804303095,0.0,5,9,0
27,86,84,-0.13313082126707468,-1.0110388632540477,1.5693257965661156,-0.2555710804303095,0.0,5,9,0
27,131,127,0.08545785405338943,-1.4184075052825738,1.7003447571873338,0.19038065509232327,0.0,5,9,0
27,119,358,-0.39146289210035046,0.5158301098663644,-0.39203588938026024,-0.2555710804303095,0.0,5,9,0
27,301,290,-0.39146289210035046,0.3121457888521013,-0.13039024047501363,-0.2555710804303095,0.0,5,9,0
27,342,356,-0.25236100780550963,-0.1969123267862441,0.5235277456195082,-0.2555710804303095,0.0,5,9,0
27,424,398,-0.41133458985675625,0.21045631524228195,0.13125540843023298,-0.40407300835934623,0.0,5,9,0
27,299,267,-0.2324893100491038,-0.6039755950201459,1.046426771092812,-0.2555710804303095,0.0,5,9,0
27,239,214,0.12520124956620107,-1.4184075052825738,1.7003447571873338,0.19038065509232327,0.0,5,9,0
27,188,181,-0.05364403024145136,-0.8076599160344089,1.1770534593768405,-0.10706915250127282,0.01,5,9,0
27,147,180,-0.6497949629336262,1.0245828517100855,-0.7843082265695355,-0.5530208880239056,0.01,5,9,0
27,160,154,-0.550436474151597,0.9228933781002662,-0.7843082265695355,-0.40407300835934623,0.0,5,9,0
27,89,58,-0.2722327055619155,-0.4002912740058829,0.7847811221875653,-0.2555710804303095,0.0,5,9,0
27,314,305,-0.3715911943439446,0.10846146783783832,0.13125540843023298,-0.2555710804303095,0.0,5,9,0
27,397,404,0.00597106302776612,-1.1130337106584913,1.1770534593768405,0.33888258302135993,0.01,5,9,0
27,67,37,-0.6100515674208146,1.0245828517100855,-0.6532892659483174,-0.7015228159529423,0.0,5,9,0
27,404,414,-0.033772332485045534,-1.4184075052825738,-0.39203588938026024,-0.2555710804303095,63.34,5,9,0
27,369,367,0.045714458540577776,-1.520096978892393,2.092617094376609,-0.10706915250127282,0.0,5,9,0
27,471,471,0.20468804059182438,-1.31641265787813,1.5693257965661156,0.19038065509232327,0.0,5,9,0
27,219,223,0.32391822713025936,-1.4184075052825738,1.1770534593768405,0.7848343185439927,0.01,5,9,0
27,88,464,-0.35171949658753876,-0.09491747938180047,0.5235277456195082,-0.40407300835934623,0.0,5,9,0
